user_id,order_ids,order_numbers,product_ids,aisle_ids,department_ids,reorders
39,2782479 971516 127769 524816 859009 1493525 2754717,1 2 3 4 5 6 7,25890_48679_17794_21903_21019_24852_28204_5373_8424_30962_5450_9076_18479_49191_7371_12857_32653 21903_25890_41149_5373_48679_7371_6567_12857_32653_28204_9076_30962_46906 28204_24852_5450_8424_17794_30450_21295_19478_32653_12857_7371_1870_48679_28849_30962_9076_33731_43647 30962_28204_17794_5450_48679_24852_41149_5373_1870_49191_21295_8424_46906_44910_6567_12857_32653_7371_28849_15290_43768_40002_26683_23291_42768_25890 5450_28204_37642_27735_8203_44359_47734_28289_24852_9076_46906_44910_30962_21019_30489_34584_13535_28553_25890 28849_1870_5450_48679_46906_39928_8174_19019_27012_24852_34584_30962_5373_25890_47734_28289_9076_42768_28553 41149_46777_16797_14849_28289_48204_95_18027_7371_23219_21938_15290_13535_3376_23576_21174_25890_30391_6860_3583_42449_8424_42768_28785_48679_33198_47626_37658_44229,49_83_83_123_67_24_24_81_83_120_24_116_69_115_3_3_3 123_49_100_81_83_3_3_3_3_24_116_120_24 24_24_24_83_83_88_83_9_3_3_3_34_83_59_120_116_21_116 120_24_83_24_83_24_100_81_34_115_83_83_24_123_3_3_3_3_59_83_83_37_91_3_59_49 24_24_72_17_104_83_83_123_24_116_24_123_120_67_67_116_51_116_49 59_34_24_83_24_24_24_96_123_24_116_120_81_49_83_123_116_59_116 100_117_24_104_123_66_66_112_3_3_83_83_51_81_31_123_49_83_89_84_17_83_59_72_83_115_24_67_107,12_4_4_4_20_4_4_15_4_16_4_1_15_7_19_19_19 4_12_21_15_4_19_19_19_19_4_1_16_4 4_4_4_4_4_13_4_9_19_19_19_1_4_15_16_1_16_1 16_4_4_4_4_4_21_15_1_7_4_4_4_4_19_19_19_19_15_4_4_1_16_19_15_12 4_4_13_13_13_4_4_4_4_1_4_4_16_20_20_1_13_1_12 15_1_4_4_4_4_4_20_4_4_1_16_15_12_4_4_1_15_1 21_19_4_13_4_6_6_3_19_19_4_4_13_15_7_4_12_4_13_16_13_4_15_13_4_7_4_20_19,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
40,2570028 2309440 1469897 2621404 1132197 2640967 2215173 423262 1145465,1 2 3 4 5 6 7 8 9,13176_17044_5450_25072_23472_34217_24799_26706_9290_13740_19240_46425 24799_13176_5450_17044_13870_13740_5699_4193_48099_19240_27555_5322_28928 11777_5450_39928_24852_14467_24799_19240_13740_27555_5699_25246_6975_49518_13877_28597 24799_5450_13740_27555_39928_34217_5699_14467_6975_22035_29926 24799_5450_39928_13176_27555_34217_5699_6975_25246_29926_5322 24799_34217_27555_5450_13176_5699_2238_6975_5322 24799_34217_5699_27555_13176_5450_5322_39928_17044_6975_49174 24799_13176_27555_34217_5699_39928_17044_29926_22035_25999 24799_13176_39928_34217_21567_6975_25072_29926_22035_25246_41844_16965,24_112_24_125_93_38_120_38_38_50_107_50 120_24_24_112_107_50_38_12_38_107_107_3_96 123_24_24_24_112_120_107_50_107_38_4_38_38_15_78 120_24_50_107_24_38_38_112_38_21_117 120_24_24_24_107_38_38_38_4_117_3 120_38_107_24_24_38_47_38_3 120_38_38_107_24_24_3_24_112_38_78 120_24_107_38_38_24_112_117_21_4 120_24_24_38_48_38_125_117_21_4_121_37,4_3_4_19_3_1_16_1_1_19_19_19 16_4_4_3_19_19_1_9_1_19_19_19_20 4_4_4_4_3_16_19_19_19_1_9_1_1_12_19 16_4_19_19_4_1_1_3_1_16_19 16_4_4_4_19_1_1_1_9_19_19 16_1_19_4_4_1_11_1_19 16_1_1_19_4_4_19_4_3_1_19 16_4_19_1_1_4_3_19_16_9 16_4_4_1_14_1_19_19_16_9_14_1,0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0
41,252244 2111787 2838655 2196695 3083886,1 2 3 4 5,12099_28985_27966_1987_45104_19678_40604_17025_6218_29180_6348 28985_33731_25146_41805_42828_16262_34496_7955 28985_25146_45104_8555_8277_49236_28289_4605_25890_226_26384_44310_41220_47766_46979_24852_46346_6187_14778 28985_45104_11512_40198_46886_11777_12276_16965_39055_17835_29180_44310_41805_1987 28985_46886_40198_11512_13176_29180_45104_26384_5383_34496_49533_9339_2295,120_83_123_31_91_83_21_72_83_1_21 83_21_31_98_108_93_9_37 83_31_91_107_24_122_123_83_49_21_86_43_83_24_83_24_129_121_3 83_91_120_120_120_123_37_37_67_107_1_43_98_31 83_120_120_120_24_1_91_86_131_9_17_106_83,16_4_4_7_16_4_16_13_4_20_16 4_16_7_7_16_3_9_1 4_7_16_19_4_12_4_4_12_16_16_3_4_4_4_4_1_14_19 4_16_16_16_16_4_1_1_20_19_20_3_7_7 4_16_16_16_4_20_16_16_9_9_13_12_4,0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0
42,940313 1816335 19190 77399 2848715 1560102 232622 378457 521231 2019391 2315446 2083588 1602489 2204386 278626 3034563,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,9185_24098_32599_2627_34594 24098_43693_79_18439_7557_46847_27796_23334_48246 79_30511_13187_23148_35607_46650 32599_23148_35607_22372_13708_34202_31829 43693 22372_1263_44008_30307_11865_22559_19585 35607_23148_30511_22559_30307_23405_41973_7557_26312_28199_79_11865_18337_37055_48535_24382_21925_43693_7622_22819_4516_41591_36315_49518_13176_31406_12381_45221 43693_49518_13176_36086_22559_11865_31829_23410_9290_22819_18439_258_3919_30428 13187_1263_39275_41973_79_18439 27796_39275_30511_22559_37055_21925_12381 28198_23909_19585_39275_30511_21925_12381 28198_23410_46847_19585_39275_23148_26312_9290 6825_13187_46650_1263_23148_30511_31406_9290_18439 19585_8866_30353_33394 24098_39275_12381_9290_18439_8866_30353_33394 23410_24098_39275_9290_18439_8866_30353,126_90_11_133_84 90_84_95_112_21_130_72_31_31 95_79_42_38_38_21 11_38_38_94_25_45_45 84 94_21_120_26_38_38_61 38_38_79_38_26_17_19_21_123_123_95_38_4_59_69_89_123_84_69_59_69_69_69_38_24_51_42_38 84_38_24_108_38_38_45_54_38_59_112_38_93_78 42_21_123_19_95_112 72_123_79_38_59_123_42 45_84_61_123_79_123_42 45_54_130_61_123_38_123_38 42_42_21_21_38_79_51_38_112 61_45_115_37 90_123_42_38_112_45_115_37 54_90_123_38_112_45_115,11_7_11_11_16 7_16_15_3_16_14_13_7_7 15_1_1_1_1_16 11_1_1_7_11_19_19 16 7_16_16_7_1_1_19 1_1_1_1_7_13_13_16_4_4_15_1_9_15_15_13_4_16_15_15_15_15_15_1_4_13_1_1 16_1_4_16_1_1_19_17_1_15_3_1_3_19 1_16_4_13_15_3 13_4_1_1_15_4_1 19_16_19_4_1_4_1 19_17_14_19_4_1_4_1 1_1_16_16_1_1_13_1_3 19_19_7_1 7_4_1_1_3_19_7_1 17_7_4_1_3_19_7,0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0 0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0
43,606677 1530871 656728 634665 2412774 2580647 1630444 455561 2187180 3094389 2770903,1 2 3 4 5 6 7 8 9 10 11,27086_15599_24852_23909_47941 24024_36784_47941_4605_46480_25273_15599_47145_33027_48739_45066_13885 24852_48205_38154_22524_19348_8204_29990_17795_5223_3452 27676_15664_8670_36897_42625_4605_13490_9647_34940_46480_46672_20824_19488 19691_48205_24852_36784_19348_46480_33027_42431_12870_20378_5322_30501_8451_31846 12285_8400_24852_4605_28842_21011_20378_25273_196_11233 9252_23909_36591_44570_24852_17795_48205_43692_19691_28199_42431_46480_30406 19348_2180_22524_38154_8204_39891_41273_24852_36784_46480_9647_18104_43961_21288_11777_25272_29223_43181_6352_47941_4920_36477 196_42431_46480_48205_16797_29223_11233_25132_33780_9360_9124_21243_5952_17547_44536_9314_8590_46981_47472 24852_48205_19348_29223_11233_16797_4920_19691_21288_25272_11777_15599_47941_44570_3452 24852_48205_29223_41273_36784_6352_45116_1667_38456_22117_48645_6074_44570_10246,53_106_24_84_121 84_120_121_83_4_105_106_123_21_121_24_37 24_123_108_108_84_9_131_83_130_53 59_81_81_98_16_83_110_66_66_4_114_114_54 32_123_24_120_84_4_21_105_77_69_3_81_38_53 95_95_24_83_16_69_69_105_77_43 9_84_128_83_24_83_123_21_32_123_105_4_83 84_131_108_108_9_116_123_24_120_4_66_38_123_24_123_24_24_21_120_121_123_85 77_105_4_123_24_24_43_37_37_129_38_38_38_13_38_38_49_4_4 24_123_84_24_43_24_123_32_24_24_123_106_121_83_53 24_123_24_123_120_120_83_22_24_100_91_116_83_83,16_12_4_16_14 16_16_14_4_9_13_12_4_16_14_4_1 4_4_16_16_16_9_9_4_14_16 15_15_15_7_4_4_13_6_6_9_17_17_17 4_4_4_16_16_9_16_13_7_15_19_15_1_16 15_15_4_4_4_15_15_13_7_3 9_16_3_4_4_4_4_16_4_4_13_9_4 16_9_16_16_9_1_4_4_16_9_6_1_4_4_4_4_4_16_16_14_4_17 7_13_9_4_4_4_3_1_1_1_1_1_1_20_1_1_12_9_9 4_4_16_4_3_4_4_4_4_4_4_12_14_4_16 4_4_4_4_16_16_4_11_4_21_16_1_4_4,0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0
44,1359969 462713 2699868,1 2 3,35353_18653_9513_1073_28560_1263_2855_23341_20428 1073_18653_21616_37131_22695_5955_33663_47962_35042_38271_10151_43632_26172 9121_1073_5955_26172_21616_37131_28378_38741_26505_47141_27156_44560_3473_48785_6617,130_123_89_96_96_21_112_86_85 96_123_123_83_116_89_123_49_59_69_123_120_108 56_96_89_108_123_83_92_37_117_77_59_3_74_123_92,14_4_13_20_20_16_3_16_17 20_4_4_4_1_13_4_12_15_15_4_16_16 18_20_13_16_4_4_18_1_19_7_15_19_17_4_18,0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
45,300892 784714 374526 1902833,1 2 3 4,17924 20770_35782 47660_43279_17924_47965_20754_45084_23451 41069_27959_49299_40934_35424_42683_689_24098,115 23_31 65_120_115_3_37_37_73 11_77_127_127_127_127_127_90,7 19_7 11_16_7_19_1_1_11 11_7_11_11_11_11_11_7,0 0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0
46,3345812 31801 3102839 2539168 2518161 1406544 821110 398975 3198849 1538381 244623 2998652 1876837 1945511 2596585 1254066 2661433 2681913 2009771,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,24852_42987_35921_49235_6934_31459_2481_14814_24525_23801_46453 6934_42987_24852_14814_2481_35921_41844_45064_31459_25670 6934_42987_41164 42987_24852_6934_35921_16768_41164_25670_14354 42987_6934_22610_12181_41164_13733_40574_21781_14354 6934_42987_24852_41164_22610_31506_45064_14354 42987_6934_22610_35921_15290_21781_40574 22610_42987_40574_26152_45009_41164_33379_13733_35921_14814 42987_25670_21781_40574_45009 42987_22610_38775_24852_47893_14814_13733_15017_24097_21781_45009_6934 42987_45009_13733_24852_38775 42987_24852_45009_40925_8670_22395_19886_13733_39993_24525_40574 24852_22959_13802_13733_45961 38775_24852_16797_13536_32857 24852_4605_35921_14814_40910_16797_21010 40910_39922_44626_2646_43712_39408_24852_16768_37611 14814_26152 22610_49235_45965_24427_4605_41544_27676_15290_45007_28204_36070_42987_24660_2481_45064 24852_42987_31459_45064_24660_40925_27796_32857_15599_36070_28204_13733_21781_22922_49235,24_107_86_53_37_112_21_106_63_131_17 37_107_24_106_21_86_121_112_112_31 37_107_52 107_24_37_86_91_52_31_112 107_37_91_6_52_83_121_106_112 37_107_24_52_91_19_112_112 107_37_91_86_83_106_121 91_107_121_17_37_52_63_83_86_106 107_31_106_121_37 107_91_93_24_130_106_83_72_131_106_37_37 107_37_83_24_93 107_24_37_74_81_81_59_83_83_63_121 24_91_36_83_21 93_24_24_21_69 24_83_86_106_77_24_81 77_123_104_53_108_24_24_91_38 106_17 91_53_130_21_83_81_59_83_83_24_123_107_96_21_112 24_107_112_112_96_74_72_69_106_123_24_83_106_19_53,4_19_16_16_1_3_16_12_9_9_13 1_19_4_12_16_16_14_3_3_7 1_19_1 19_4_1_16_16_1_7_3 19_1_16_2_1_4_14_12_3 1_19_4_1_16_13_3_3 19_1_16_16_4_12_14 16_19_14_13_1_1_9_4_16_12 19_7_12_14_1 19_16_3_4_14_12_4_13_9_12_1_1 19_1_4_4_3 19_4_1_17_15_15_15_4_4_9_14 4_16_16_4_16 3_4_4_16_15 4_4_16_12_7_4_15 7_4_13_16_16_4_4_16_1 12_13 16_16_14_16_4_15_15_4_4_4_4_19_20_16_3 4_19_3_3_20_17_13_15_12_4_4_4_12_13_16,0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
47,2857489 1303645 2532123 2201188 1899315,1 2 3 4 5,38659_15120_24852_22750_14875_31960 41777 32020_11204_24852_15120_24838_26172 24852_24838_15120_34067_18893_32955_20995_27360_34262 8225_44098_39561_45013,17_120_24_21_112_52 20 89_100_24_120_91_108 24_91_120_29_66_123_116_49_78 56_98_78_99,13_16_4_16_3_1 11 13_21_4_16_16_16 4_16_16_13_6_4_1_12_19 18_7_19_15,0_0_0_0_0_0 0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0
48,1035233 3166874 2766710 501067 1643524 1657641 749250 795269 3067391 555834,1 2 3 4 5 6 7 8 9 10,29307_20339 45007_22613_28842_21405_26209_19508_24830_36695_5605_39267_43999_43662 45007_36695_21405_20339_24830_26209_18232_34786 45007_20339_26209_43662_28842_8057_43999_8277_38456_19508_5450 47823_20339_4455_26298_17284_4855_45007_29287_17720_11046 43662_35855_5621_33000_34012_24940_4455_23909_45007_43999_21616_46979_8057_33731_41238 4455_8057_45007_5450_41238_11140_44636_4855_43961_4487_27156_42768 17720_5450_26209_19508_21405_31506_37065_27156_45007_8057_11453_33002_34137_41238_25879_27625 5450_4455_26209_37065_33000_35855_46979_17284_8057_43999_11140_21405_4855_32177 8518_22395_37065_26209_49683_5450_43662_4455_17720_45066_43165_20339_44262,123_31 83_94_16_83_24_128_123_83_104_66_131_120 83_83_83_31_123_24_122_76 83_31_24_120_16_12_131_24_24_128_24 120_31_48_79_83_123_83_12_130_2 120_17_104_36_91_17_48_84_83_131_123_83_12_21_4 48_12_83_24_4_123_24_123_123_81_59_59 130_24_24_128_83_19_83_59_83_12_3_3_3_4_84_24 24_48_24_83_36_17_83_83_12_131_123_83_123_24 83_81_83_24_83_24_120_48_130_24_45_31_91,4_7 4_7_4_4_4_3_4_4_13_6_9_16 4_4_4_7_4_4_12_6 4_7_4_16_4_9_9_4_4_3_4 16_7_14_1_4_4_4_9_14_16 16_13_13_16_16_13_14_16_4_9_4_4_9_16_9 14_9_4_4_9_4_4_4_4_15_15_15 14_4_4_3_4_13_4_15_4_9_19_19_19_9_16_4 4_14_4_4_16_13_4_4_9_9_4_4_4_4 4_15_4_4_4_4_16_14_14_4_19_7_16,0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0
49,1216869 2406693 3283823 1526098 1557694 379097 500437 1250641,1 2 3 4 5 6 7 8,36180_2966_28204 12916_1398_16696 33735_19162_31040_18072_35833_15689_7646 10241_24516_10336_44486_14901_42904_46680 31467_25919_17487_4317_33184 2846_44359_21938_1376_13431_7644 49683_41950_10492_24231_1752_45007_38400_16797_148_37646_47788 35956_49141_16797_27086_35833,63_98_24 77_37_77 59_72_107_131_106_78_78 17_17_17_99_117_85_85 9_21_31_95_69 83_83_83_105_105_107 83_83_66_37_37_83_83_24_24_24_24 41_121_24_53_106,9_7_4 7_1_7 15_13_19_9_12_19_19 13_13_13_15_19_17_17 9_16_7_15_15 4_4_4_13_13_19 4_4_6_1_1_4_4_4_4_4_4 8_14_4_16_12,0_0_0 0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0
50,1363380 3131103 2197066 3201640 2756806 1905727 357849 1673791 1941871 1431607 935755 771250 218647 482971 1261865 2102570 1856643 2199859 505360 2829245 1077695 3067010 458687 536094 886814 1291785 1182191 2333885 3112215 3276486 2870447 623555 2443843 867561 2049647 2981401 2425696 1177903 2885215 3285176 1158241 131991 1237400 3014513 1368931 1076291 412136 1939933 3147929 2018336 1229178 3044151 3330597 642111 3205359 182020 636918 2670599 2236363 2757345 1915162 373535 3175017 309687 2740653 2107003 103726,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,6182_37552_23165_37852_5612_19678 6182_5612_21137_2643_6341_47601_46069_30909_18140 6182_47209_37552_27888 6182_6341_30909_5612_24964_11933_14540_43789 6182_6341_21174_46069_30909_34126_48775_7054 6182_5612_46069_7014 6182_5612_37552_47018_11933_27959 18370_43789_31528 41950_46069_5612_21137_34126_7054_30909_27959_40709_4601 21137_6182_6341_30909_21174_14651_9666_14086 6182_46069_47018_31528_36696_4656 6182_5612_47209_37552_34126_41950_27521_17400_43789_44814_33303 46069_5612_6341_41950_47018 6182_47209_5612_47018_6341 6182_48857_9666_47209_5612_46069 42127_20367_48722_5612_6341_6182_7054_21174_47734_47209_8518_47018 12409_46667_21903_34126_5612_6341 37852_5612_47018 6182_47018 27959_5612_6182 22935_34243_19678_30909_34126_41950_20367_5612_6341_14955_21174_47209 5922_5612_6182_47209 40709_5612_6341_6182_21174 40709_31528_9666_20367_5612_6182_6341_14955_21174 5612_6182 48775_40709_30909_34126_20367_5612_6182 20367_5612_6182_47018 45007_23165_40709_5612_6182 22935_23165_30909 45007_2132_19678_47601_41950_5612_6341_6182_47209 20367_6341_6182_47018 26427_45007_17974_21903_41950_20367_5612_6182_47209_47018 14233_7014_6182 45007_22935_23165_19678_5612_6182 45007_41950_5612_6182 12409_45007_21903_23165_6182_47209 5922_6182_47018 12409_45007_22935_21903_23165_19678_36696_5612 46667_23165_19678_47601_20367_6182_6341 22935_19678_41950_20367_5612_6182 45007_5876_23165 19678_7014_6182_47209_47018 45007_41950_6182 27888_6182 6182_13176_45007_19678_23165_41950_36696_22935_28476_34126 13176_6182_5612_22825_8518_47739 33303_13176_6182_23165_9839_34409_6341_24487_48679_5612 6182_13176_23165_47018_19678_20367_10831_41844_27104 13176_6182_5612_45007_6341_19678_41950_39190_36070_44629_36127 47209_13176_23165_6182_22825_48679_41950_39877_34409_5922 6182_13176_47209_23165_5612_45007_22825_39877_10831_42701 6182_13176_23165_22825_39877_34409_41950_20367 13176_45007_41950_28476_21903_5876 6182_5612_13176_46654_23165_48679_19678_22935_36696_33303_1202 47209_39877_22825_19678_16759_10666_5240_6182 47209_6182_23165_39877_22825_5612_41950_13176_10831_27104_7014 6182_21903_10831_27888 13176_39877_22825_23165_19678_45007_28476 6182_9839_5785_22825_39877_23165_26800 13176_47209_19678_10831_21903_18465_41950_44533_8774_24964_5876 13176_41950_34409_6182 6182_13176_39877_22825_23165_45007_12409 6182_41950_39877_23165_19678_47209_21903_34409_9839_16759_36070_16249_49383_31720 31720_39877_23165_19678_16249_10831_6341_7014_26800_21137_46667 6182_23165_22825_9839_28476_36070 13176_41950_19678_23165_10831_22935_20367_45007 13176_6182_39877_22825_34409_31720_42701_28476_21903,115_98_83_98_84_83 115_84_24_123_86_36_123_43_98 115_24_98_75 115_86_43_84_83_2_83_16 115_86_123_123_43_16_83_120 115_84_123_74 115_84_98_98_2_77 21_16_21 83_123_84_24_16_120_43_77_107_31 24_115_86_43_123_24_112_98 115_123_98_21_11_88 115_84_24_98_16_83_83_83_16_110_123 123_84_86_83_98 115_24_84_98_86 115_93_112_24_84_123 75_46_26_84_86_115_120_123_83_24_83_98 19_83_123_16_84_86 98_84_98 115_98 77_84_115 83_83_83_43_16_83_46_84_86_98_123_24 56_84_115_24 107_84_86_115_123 107_21_112_46_84_115_86_98_123 84_115 83_107_43_16_46_84_115 46_84_115_98 83_83_107_84_115 83_83_43 83_112_83_36_83_84_86_115_24 46_86_115_98 3_83_3_123_83_46_84_115_24_98 115_74_115 83_83_83_83_84_115 83_83_84_115 19_83_123_83_115_24 56_115_98 19_83_83_123_83_83_11_84 83_83_83_36_46_115_86 83_83_83_46_84_115 83_24_83 83_74_115_24_98 83_83_115 75_115 115_24_83_83_83_83_11_83_108_16 24_115_84_24_83_47 123_24_115_83_83_121_86_23_83_84 115_24_83_98_83_46_120_121_83 24_115_84_83_86_83_83_91_123_117_31 24_24_83_115_24_83_83_24_121_56 115_24_24_83_84_83_24_24_120_108 115_24_83_24_24_121_83_46 24_83_83_108_123_24 115_84_24_86_83_83_83_83_11_123_92 24_24_24_83_83_29_131_115 24_115_83_24_24_84_83_24_120_83_74 115_123_120_75 24_24_24_83_83_83_108 115_83_84_24_24_83_123 24_24_83_120_123_86_83_112_128_83_24 24_83_121_115 115_24_24_24_83_83_19 115_83_24_83_83_24_123_121_83_83_123_83_83_84 84_24_83_83_83_120_86_74_123_24_83 115_83_24_83_108_123 24_83_83_83_120_83_46_83 24_115_24_24_121_84_108_108_123,7_7_4_7_16_4 7_16_4_4_16_16_4_3_7 7_4_7_17 7_16_3_16_4_16_4_4 7_16_4_4_3_4_4_16 7_16_4_17 7_16_7_7_16_7 16_4_16 4_4_16_4_4_16_3_7_19_7 4_7_16_3_4_4_3_7 7_4_7_16_11_13 7_16_4_7_4_4_4_4_4_13_4 4_16_16_4_7 7_4_16_7_16 7_3_3_4_16_4 17_19_7_16_16_7_16_4_4_4_4_7 13_4_4_4_16_16 7_16_7 7_7 7_16_7 4_4_4_3_4_4_19_16_16_7_4_4 18_16_7_4 19_16_16_7_4 19_16_3_19_16_7_16_7_4 16_7 4_19_3_4_19_16_7 19_16_7_7 4_4_19_16_7 4_4_3 4_3_4_16_4_16_16_7_4 19_16_7_7 19_4_19_4_4_19_16_7_4_7 7_17_7 4_4_4_4_16_7 4_4_16_7 13_4_4_4_7_4 18_7_7 13_4_4_4_4_4_11_16 4_4_4_16_19_7_16 4_4_4_19_16_7 4_4_4 4_17_7_4_7 4_4_7 17_7 7_4_4_4_4_4_11_4_16_4 4_7_16_4_4_11 4_4_7_4_4_14_16_19_4_16 7_4_4_7_4_19_16_14_4 4_7_16_4_16_4_4_16_4_19_7 4_4_4_7_4_4_4_4_14_18 7_4_4_4_16_4_4_4_16_16 7_4_4_4_4_14_4_19 4_4_4_16_4_4 7_16_4_16_4_4_4_4_11_4_18 4_4_4_4_4_13_9_7 4_7_4_4_4_16_4_4_16_4_17 7_4_16_17 4_4_4_4_4_4_16 7_4_16_4_4_4_4 4_4_4_16_4_16_4_3_3_4_4 4_4_14_7 7_4_4_4_4_4_13 7_4_4_4_4_4_4_14_4_4_4_4_4_16 16_4_4_4_4_16_16_17_4_4_4 7_4_4_4_16_4 4_4_4_4_16_4_19_4 4_7_4_4_14_16_16_16_4,0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0 0_0 0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0 0_0_0_0_0 0_0_0 0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0
